doc_id;from;to;text;where;number;nouns;determiners;conjunctions;adjectives;prepositions;pronouns;verbs;adverbs;undefined;time
334;ANAKIN;PADME;You'll never reach the outskirts in time sandstorms are very, very dangerous. Come with me. Hurry!;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;16;0;0;0;0;0;0;0;0;0;144
335;ARTOO;ANAKIN;beeps;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;1;0;0;0;0;0;0;0;0;0;9
336;ANAKIN;SHMI;Mom! Mom! I'm home.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
337;JAR JAR;ANAKIN;Dissen cozy.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
338;ANAKIN;SHMI;These are my friends, Mom.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
339;QUI-GON;SHMI;I'm Qui-Gon Jinn. Your son was kind enough to offer us shelter.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
340;ANAKIN;PADME;I'm building a droid. You wanna see? Come on. I'll show you 3PO.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;13;0;0;0;0;0;0;0;0;0;117
341;ARTOO;ANAKIN;beeps;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
342;ANAKIN;PADME;Isn't he great?! He's not finished yet.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
343;PADME;ANAKIN;He's wonderful!;INT. ANAKIN'S HOVEL - BEDROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
344;ARTOO;THREEPIO;beeps;INT. ANAKIN'S HOVEL - BEDROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
345;ANAKIN;PADME;You really like him? He's a protocol droid to help Mom. Watch!;INT. ANAKIN'S HOVEL - BEDROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
346;THREEPIO;ANAKIN;How do you do, I am See-Threepio, Human Cyborg Relations. How might I serve you?;INT. ANAKIN'S HOVEL - BEDROOM - DAY;15;0;0;0;0;0;0;0;0;0;135
347;PADME;ANAKIN;He's perfect.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
348;ANAKIN;PADME;When the storm is over, you can see my racer. I'm building a Podracer!;INT. ANAKIN'S HOVEL - BEDROOM - DAY;14;0;0;0;0;0;0;0;0;0;126
349;ARTOO;THREEPIO;beeps;INT. ANAKIN'S HOVEL - BEDROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
350;THREEPIO;ANAKIN;I'm not sure this floor is entirely stable.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
351;THREEPIO;ARTOO;Hello. I don't believe we have been introduced.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
352;ARTOO;THREEPIO;beeps;INT. ANAKIN'S HOVEL - BEDROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
353;THREEPIO;ARTOO;R2-D2. A pleasure to meet you. I am C-3PO, human cyborg relations.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
354;ARTOO;THREEPIO;beeps;INT. ANAKIN'S HOVEL - BEDROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
355;THREEPIO;ARTOO;I beg your pardon, but what do you mean, naked?;INT. ANAKIN'S HOVEL - BEDROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
356;ARTOO;THREEPIO;beeps;INT. ANAKIN'S HOVEL - BEDROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
357;THREEPIO;ARTOO;My parts are showing? Oh, my goodness.;INT. ANAKIN'S HOVEL - BEDROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
358;BIBBLE;AMIDALA;The death toll is catastrophic. We must bow to their wishes. You must contact me.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;15;0;0;0;0;0;0;0;0;0;135
359;OBI-WAN;AMIDALA;It's a trick. Send no reply Send no transmission of any kind.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;12;0;0;0;0;0;0;0;0;0;108
360;QUI-GON;OBI-WAN;It sounds like bait to establish a connection trace.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
361;OBI-WAN;QUI-GON;What if it is true and the people are dying?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
362;QUI-GON;OBI-WAN;Either way, we're running out of time.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
363;DARTH MAUL;DARTH SIDIOUS;Tatooine is sparsely populated. If the trace was correct I will find them quickly, Master.;EXT. CORUSCANT - BALCONY OVERLOOKING CITY - NIGHT;15;0;0;0;0;0;0;0;0;0;135
364;DARTH SIDIOUS;DARTH MAUL;Move against the Jedi first you will then have no difficulty taking the Queen back to Naboo, where she will sign the treaty.;EXT. CORUSCANT - BALCONY OVERLOOKING CITY - NIGHT;23;0;0;0;0;0;0;0;0;0;207
365;DARTH MAUL;DARTH SIDIOUS;At last we will reveal ourselves to the Jedi. At last we will have revenge.;EXT. CORUSCANT - BALCONY OVERLOOKING CITY - NIGHT;15;0;0;0;0;0;0;0;0;0;135
366;DARTH SIDIOUS;DARTH MAUL;You have been well trained, my young apprentice, they will be no match for you.;EXT. CORUSCANT - BALCONY OVERLOOKING CITY - NIGHT;15;0;0;0;0;0;0;0;0;0;135
367;SHMI;QUI-GON;All slaves have transmitters placed inside their bodies somewhere.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
368;ANAKIN;QUI-GON;I've been working on a scanner to try and locate them, but no luck.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;14;0;0;0;0;0;0;0;0;0;126
369;SHMI;QUI-GON;Any attempt to escape;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
370;ANAKIN;QUI-GON;and they blow you up poof!;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;6;0;0;0;0;0;0;0;0;0;54
371;JAR JAR;ANAKIN;How wude.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
372;PADME;SHMI;I can't believe there is still slavery in the galaxy. The Republic's anti-slavery laws;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;14;0;0;0;0;0;0;0;0;0;126
373;SHMI;PADME;The Republic doesn't exist out here we must survive on our own.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
374;ANAKIN;PADME;Have you ever seen a Podrace?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;6;0;0;0;0;0;0;0;0;0;54
375;QUI-GON;ANAKIN;They have Podracing on Malastare. Very fast, very dangerous.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
376;ANAKIN;QUI-GON;I'm the only human who can do it.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
377;QUI-GON;ANAKIN;You must have Jedi reflexes if you race Pods.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
378;QUI-GON;JAR JAR;Don't do that again.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
379;ANAKIN;QUI-GON;Well, ahhh you're a Jedi Knight, aren't you?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
380;QUI-GON;ANAKIN;What makes you think that?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
381;ANAKIN;QUI-GON;I saw your laser sword. Only Jedi carry that kind of weapon.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
382;QUI-GON;ANAKIN;Perhaps I killed a Jedi and stole it from him.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
383;ANAKIN;QUI-GON;I don't think so No one can kill a Jedi Knight.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;11;0;0;0;0;0;0;0;0;0;99
384;QUI-GON;ANAKIN;I wish that were so;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
385;ANAKIN;QUI-GON;I had a dream I was a Jedi. I came back here and free all the slaves have you come to free us?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;23;0;0;0;0;0;0;0;0;0;207
386;QUI-GON;ANAKIN;No, I'm afraid not;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
387;ANAKIN;QUI-GON;I think you have why else would you be here?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
388;QUI-GON;ANAKIN;I can see there's no fooling you You mustn't let anyone know about us we're on our way to Coruscant, the central system in the Republic, on a very important mission, and it must be kept secret.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;37;0;0;0;0;0;0;0;0;0;333
389;ANAKIN;QUI-GON;Coruscant wow how did you end up here in the outer rim?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
390;PADME;ANAKIN;Our ship was damaged, and we're stranded here until we can repair it.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;13;0;0;0;0;0;0;0;0;0;117
391;ANAKIN;PADME;I can help! I can fix anything!;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
392;QUI-GON;ANAKIN;I believe you can, but our first job is to acquire the parts we need;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;15;0;0;0;0;0;0;0;0;0;135
393;JAR JAR;ANAKIN;Wit no-nutten mula to trade.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
394;PADME;ANAKIN;These junk dealers must have a weakness of some kind.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
395;SHMI;PADME;Gambling. Everything here revolves around betting on those awful races.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
396;QUI-GON;SHMI;Podracing Greed can be a powerful ally if it's used properly.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;11;0;0;0;0;0;0;0;0;0;99
397;ANAKIN;QUI-GON;I've built a racer! It's the fastest ever There's a big race tomorrow, on Boonta Eve. You could enter my pod. It's all but finished;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;25;0;0;0;0;0;0;0;0;0;225
398;SHMI;ANAKIN;Anakin, settle down. Watto won't let you;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
399;ANAKIN;SHMI;Watto doesn't know I've built it.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;6;0;0;0;0;0;0;0;0;0;54
400;ANAKIN;QUI-GON;You could make him think it's yours, and you could get him to let me pilot it for you.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;19;0;0;0;0;0;0;0;0;0;171
401;SHMI;ANAKIN;I don't want you to race, Annie It's awful. I die every time Watto makes you do it.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;18;0;0;0;0;0;0;0;0;0;162
402;ANAKIN;SHMI;But Mom, I love it and they need help they're in trouble. The prize money would more than pay for the parts they need.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;24;0;0;0;0;0;0;0;0;0;216
403;SHMI;ANAKIN;Anakin;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
404;QUI-GON;ANAKIN;Your mother's right. Is there anyone friendly to the Republic who might be able to help us?;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;17;0;0;0;0;0;0;0;0;0;153
405;SHMI;QUI-GON;No;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
406;ANAKIN;SHMI;Mom, you say the biggest problem in this universe is nobody helps each other.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;14;0;0;0;0;0;0;0;0;0;126
407;PADME;SHMI;I'm sure Qui-Gon doesn't want to put your son in danger. We will find another way;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;16;0;0;0;0;0;0;0;0;0;144
408;SHMI;PADME;No, Annie's right, there is no other way I may not like it, but he can help you he was meant to help you.;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;24;0;0;0;0;0;0;0;0;0;216
409;ANAKIN;SHMI;Is that a yes? That is a yes!;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
410;PADME;QUI-GON;Are you sure about this? Trusting our fate to a boy we hardly know. The Queen will not approve.;EXT. MOS ESPA - JUNK DEALER PLAZA - DAY;19;0;0;0;0;0;0;0;0;0;171
411;QUI-GON;PADME;The Queen does not need to know.;EXT. MOS ESPA - JUNK DEALER PLAZA - DAY;7;0;0;0;0;0;0;0;0;0;63
412;PADME;QUI-GON;Well, I don't approve.;EXT. MOS ESPA - JUNK DEALER PLAZA - DAY;4;0;0;0;0;0;0;0;0;0;36
413;WATTO;QUI-GON;The boy tells me you wanta sponser hi insa race. You can't afford parts. How can you do this? Not on Republic credits, I think.;INT. WATTO'S JUNK SHOP - DAY;25;0;0;0;0;0;0;0;0;0;225
414;QUI-GON;WATTO;My ship will be the entry fee.;INT. WATTO'S JUNK SHOP - DAY;7;0;0;0;0;0;0;0;0;0;63
415;WATTO;QUI-GON;Not bad not bad a Nubian.;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
416;QUI-GON;WATTO;It's in good order, except for the parts we need.;INT. WATTO'S JUNK SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
417;WATTO;QUI-GON;but what would the boy ride? He smashed up my Pod in the last race. It will take some time to fix it.;INT. WATTO'S JUNK SHOP - DAY;23;0;0;0;0;0;0;0;0;0;207
418;ANAKIN;QUI-GON;Ahhhh it wasn't my fault really Sebulba flashed me with his vent ports. I actually saved the Pod mostly.;INT. WATTO'S JUNK SHOP - DAY;19;0;0;0;0;0;0;0;0;0;171
419;WATTO;ANAKIN;That you did. The boy is good, no doubts there.;INT. WATTO'S JUNK SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
420;QUI-GON;WATTO;I have acquired a Pod in a game of chance. The fastest ever built.;INT. WATTO'S JUNK SHOP - DAY;15;0;0;0;0;0;0;0;0;0;135
421;WATTO;QUI-GON;I hope you didn't kill anyone I know for it. So, you supply the Pod and the entry fee,  I supply the boy. We split the winnings fifty-fifty, I think.;INT. WATTO'S JUNK SHOP - DAY;30;0;0;0;0;0;0;0;0;0;270
422;QUI-GON;WATTO;Fifty-fifty!?! If it's going to be fifty-fifty, I suggest you front the cash for the entry. If we win, you keep all the winnings, minus the cost of the parts I need If we lose, you keep my ship.;INT. WATTO'S JUNK SHOP - DAY;39;0;0;0;0;0;0;0;0;0;351
423;QUI-GON;WATTO;Either way, you win.;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
424;WATTO;QUI-GON;Deal!;INT. WATTO'S JUNK SHOP - DAY;1;0;0;0;0;0;0;0;0;0;9
425;WATTO;ANAKIN;Yo bana pee ho-tah, meedee ya.;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
426;OBI-WAN;QUI-GON;What if this plan fails, Master? We could be stuck here for a long time.;EXT. NABOO SPACECRAFT - TATOOINE DESERT - DAY;15;0;0;0;0;0;0;0;0;0;135
427;QUI-GON;OBI-WAN;A ship without a power supply will not get us anywhere, and there is something about this boy;EXT. NABOO SPACECRAFT - TATOOINE DESERT - DAY;18;0;0;0;0;0;0;0;0;0;162
428;QUI-GON;SHMI;You should be proud of your son. He gives without any thought of reward.;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;14;0;0;0;0;0;0;0;0;0;126
429;SHMI;QUI-GON;He knows nothing of greed. He has;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;7;0;0;0;0;0;0;0;0;0;63
430;QUI-GON;SHMI;He has special powers.;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;4;0;0;0;0;0;0;0;0;0;36
431;SHMI;QUI-GON;Yes;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;1;0;0;0;0;0;0;0;0;0;9
432;QUI-GON;SHMI;He can see things before they happen. That's why he appears to have such quick reflexes. It is a Jedi trait.;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;21;0;0;0;0;0;0;0;0;0;189
433;SHMI;QUI-GON;He deserves better than a slave's life.;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;7;0;0;0;0;0;0;0;0;0;63
434;QUI-GON;SHMI;Had he been born in the Republic, we would have identified him early. The Force is unusually strong with him, that much is clear. Who was his father?;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;28;0;0;0;0;0;0;0;0;0;252
435;SHMI;QUI-GON;There was no father, that I know of I carried him, I gave him birth I can't explain what happened. Can you help him?;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;24;0;0;0;0;0;0;0;0;0;216
436;QUI-GON;SHMI;I don't know. I didn't actually come here to free slaves.;EXT MOS ESPA - SLAVE QUARTERS - PORCH - DAY;11;0;0;0;0;0;0;0;0;0;99
437;KITSTER;ANAKIN;Wow, a real Astro Droid how'd you get so lucky?;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;10;0;0;0;0;0;0;0;0;0;90
438;ANAKIN;KITSTER;This isn't the half of it. I'm entered in the Boonta Race tomorrow!;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;13;0;0;0;0;0;0;0;0;0;117
439;KITSTER;ANAKIN;What? With this?;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;3;0;0;0;0;0;0;0;0;0;27
440;WALD;ANAKIN;Annie, Jesko na joka.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;4;0;0;0;0;0;0;0;0;0;36
441;AMEE;ANAKIN;You've been working on that thing for years. It's never going to run.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;13;0;0;0;0;0;0;0;0;0;117
442;SEEK;ANAKIN;Come on, let's go play ball. Keep it up, Annie, and you're gonna be bug squash.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;16;0;0;0;0;0;0;0;0;0;144
443;ANAKIN;JAR JAR;Hey! Jar Jar! Stay away from those energy binders. If your hand gets caught in that beam, it will go numb for hours.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;23;0;0;0;0;0;0;0;0;0;207
444;JAR JAR;ANAKIN;Ouch-dats muy bigo Oucho.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;4;0;0;0;0;0;0;0;0;0;36
445;THREEPIO;ARTOO;You know, I find that Jar Jar creature to be a little odd.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;13;0;0;0;0;0;0;0;0;0;117
446;ARTOO;THREEPIO;beeps;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;1;0;0;0;0;0;0;0;0;0;9
447;KITSTER;ANAKIN;But you don't even know if this thing will run.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;10;0;0;0;0;0;0;0;0;0;90
448;ANAKIN;KITSTER;It will.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;2;0;0;0;0;0;0;0;0;0;18
449;QUI-GON;ANAKIN;I think it's time we found out. Use this power charge.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;11;0;0;0;0;0;0;0;0;0;99
450;QUI-GON;KITSTER;Come on, Kitster. Let's move away.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;6;0;0;0;0;0;0;0;0;0;54
451;JAR JAR;ANAKIN;My mouth. Ani, I'm stuck. My tongue is fat.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;9;0;0;0;0;0;0;0;0;0;81
452;THREEPIO;ARTOO;You're quite right. He's very odd indeed.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;7;0;0;0;0;0;0;0;0;0;63
453;ARTOO;THREEPIO;beeps;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;1;0;0;0;0;0;0;0;0;0;9
454;JAR JAR;PADME;Thank you.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;2;0;0;0;0;0;0;0;0;0;18
455;JAR JAR;ANAKIN;Go.;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;1;0;0;0;0;0;0;0;0;0;9
456;ANAKIN;QUI-GON;It's working! It's working!;EXT. MOS ESPA - SLAVE QUARTERS - BACK YARD - DAY;4;0;0;0;0;0;0;0;0;0;36
457;QUI-GON;ANAKIN;Sit still, Annie. Let me clean this cut.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;8;0;0;0;0;0;0;0;0;0;72
458;ANAKIN;QUI-GON;There are so many! Do they all have a system of planets?;EXT. SLAVE QUARTERS - BALCONY - NIGHT;12;0;0;0;0;0;0;0;0;0;108
459;QUI-GON;ANAKIN;Most of them.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;3;0;0;0;0;0;0;0;0;0;27
460;ANAKIN;QUI-GON;Has anyone been to them all?;EXT. SLAVE QUARTERS - BALCONY - NIGHT;6;0;0;0;0;0;0;0;0;0;54
461;QUI-GON;ANAKIN;Not likely.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;2;0;0;0;0;0;0;0;0;0;18
462;ANAKIN;QUI-GON;I want to be the first one to see them all Ouch!;EXT. SLAVE QUARTERS - BALCONY - NIGHT;12;0;0;0;0;0;0;0;0;0;108
463;SHMI;ANAKIN;Annie, bedtime!;EXT. SLAVE QUARTERS - BALCONY - NIGHT;2;0;0;0;0;0;0;0;0;0;18
464;SHMI;ANAKIN;Annie! I'm not going to tell you again!;EXT. SLAVE QUARTERS - BALCONY - NIGHT;8;0;0;0;0;0;0;0;0;0;72
465;ANAKIN;QUI-GON;What are you doing?;EXT. SLAVE QUARTERS - BALCONY - NIGHT;4;0;0;0;0;0;0;0;0;0;36
466;QUI-GON;ANAKIN;Checking your blood for infections. Go on, you have a big day tomorrow. Goodnight.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;14;0;0;0;0;0;0;0;0;0;126
467;QUI-GON;OBI-WAN;Obi-Wan;EXT. SLAVE QUARTERS - BALCONY - NIGHT;1;0;0;0;0;0;0;0;0;0;9
468;OBI-WAN;QUI-GON;Yes, Master.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;2;0;0;0;0;0;0;0;0;0;18
469;QUI-GON;OBI-WAN;Make an analysis of this blood sample I'm sending you.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;10;0;0;0;0;0;0;0;0;0;90
470;OBI-WAN;QUI-GON;Wait a minute;EXT. SLAVE QUARTERS - BALCONY - NIGHT;3;0;0;0;0;0;0;0;0;0;27
471;QUI-GON;OBI-WAN;I need a midi-chlorian count.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;5;0;0;0;0;0;0;0;0;0;45
472;OBI-WAN;QUI-GON;The reading is off the chart. Over 20,000. Even Master Yoda doesn't have a midi-chlorian count that high.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;19;0;0;0;0;0;0;0;0;0;171
473;QUI-GON;OBI-WAN;No Jedi has.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;3;0;0;0;0;0;0;0;0;0;27
474;OBI-WAN;QUI-GON;What does it mean?;EXT. SLAVE QUARTERS - BALCONY - NIGHT;4;0;0;0;0;0;0;0;0;0;36
475;QUI-GON;OBI-WAN;I'm not sure.;EXT. SLAVE QUARTERS - BALCONY - NIGHT;3;0;0;0;0;0;0;0;0;0;27
476;WATTO;QUI-GON;I want to see your spaceship the moment the race is over.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;12;0;0;0;0;0;0;0;0;0;108
477;QUI-GON;WATTO;Patience, my blue friend. You'll have your winnings before the suns set, and we'll be far away from here.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;19;0;0;0;0;0;0;0;0;0;171
478;WATTO;QUI-GON;Not if your ship belongs to me, I think I warn you, no funny business.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;15;0;0;0;0;0;0;0;0;0;135
479;QUI-GON;WATTO;You don't think Anakin will win?;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
480;WATTO;QUI-GON;Don't get me wrongo. I have great faith in the boy. He's a credit to your race, but Sebulba there is going to win, I think.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;26;0;0;0;0;0;0;0;0;0;234
481;QUI-GON;WATTO;Why do you think that?;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
482;WATTO;QUI-GON;He always wins. I'm betting heavily on Sebulba.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;8;0;0;0;0;0;0;0;0;0;72
483;QUI-GON;WATTO;I'll take that bet.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
484;WATTO;QUI-GON;What?! What do you mean?;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
485;QUI-GON;WATTO;I'll wager my new racing pod against say the boy and his mother.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;13;0;0;0;0;0;0;0;0;0;117
486;WATTO;QUI-GON;A Pod for slaves. I don't think so well, poerhaps. Just one the mother, maybe the boy isn't for sale.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;20;0;0;0;0;0;0;0;0;0;180
487;QUI-GON;WATTO;The boy is small, he can't be worth much.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;9;0;0;0;0;0;0;0;0;0;81
488;QUI-GON;WATTO;For the fastest Pod ever built?!;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
489;QUI-GON;WATTO;Both, or no bet.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
490;WATTO;QUI-GON;No Pod's worth two slaves not by a long shot one slave or nothing.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;14;0;0;0;0;0;0;0;0;0;126
491;QUI-GON;WATTO;The boy, then;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
492;WATTO;QUI-GON;We'll let fate decide. Blue it's the boy, red his mother. You won the small toss, outlander, but you won't win the race, so it makes little difference.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;28;0;0;0;0;0;0;0;0;0;252
493;WATTO;ANAKIN;Bonapa keesa pateeso, o wanna meetee chobodd.;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;7;0;0;0;0;0;0;0;0;0;63
494;ANAKIN;QUI-GON;What did he mean by that?;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
